reseña_id,libro_id,cliente_id,calificacion,comentario,fecha_reseña
1757,740-9-12-602870-8,317,4,"Buen libro, aunque con algunos altibajos.",2022-05-09
1758,365-6-11-568622-5,529,3,"Correcto, aunque esperaba más profundidad.",2025-08-24
1759,227-4-45-454472-6,484,1,"Muy malo, una pérdida de tiempo.",2024-03-07
1760,706-7-64-428630-9,664,4,"Buen libro, aunque con algunos altibajos.",2021-05-17
1761,008-8-88-764143-1,745,5,"Magnífico, superó mis expectativas.",2025-01-25
1762,955-9-58-277069-2,268,2,"No lo recomendaría, bastante predecible.",2020-12-23
1763,008-9-21-963945-4,601,2,Poco claro en algunos capítulos.,2020-11-11
1764,056-6-18-632397-0,369,3,"Está bien, pero no me atrapó del todo.",2021-08-29
1765,126-4-56-967570-6,355,2,"Demasiado simple, le falta desarrollo.",2020-04-02
1766,619-1-89-875579-1,627,5,"Una lectura imprescindible, muy bien escrito.",2025-04-25
1767,502-6-64-273869-4,631,4,"Muy bueno, aunque esperaba un poco más.",2023-04-09
1768,326-9-83-443695-0,265,1,"No me gustó nada, mal escrito.",2025-10-29
1769,176-6-35-215267-3,622,5,"Magnífico, superó mis expectativas.",2023-08-29
1770,246-5-21-225624-5,743,5,De lo mejor que he leído últimamente.,2025-02-18
1771,424-6-84-732550-0,781,2,Poco claro en algunos capítulos.,2021-12-04
1772,973-4-14-850275-1,433,4,"Buena historia, bien desarrollada.",2023-03-26
1773,300-8-93-173420-6,352,3,"Correcto, aunque esperaba más profundidad.",2025-02-10
1774,991-8-43-113266-9,365,5,"Magnífico, superó mis expectativas.",2022-01-16
1775,830-8-58-001873-9,358,2,No me convenció la trama.,2021-04-23
1776,867-1-77-318063-7,525,5,"Una lectura imprescindible, muy bien escrito.",2024-12-10
1777,130-0-78-867587-2,579,2,No me convenció la trama.,2020-05-22
1778,804-7-07-893798-4,553,2,Poco claro en algunos capítulos.,2025-01-10
1779,465-4-11-242296-8,367,5,"Magnífico, superó mis expectativas.",2021-05-12
1780,501-1-02-481934-4,615,4,Interesante y bien estructurado.,2025-02-19
1781,858-2-40-497795-6,360,1,No vale la pena leerlo.,2025-09-09
1782,452-7-86-109547-2,503,4,"Buena historia, bien desarrollada.",2021-08-25
1783,826-3-74-646225-5,653,3,"Está bien, pero no me atrapó del todo.",2025-05-15
1784,262-5-82-739021-9,343,5,"Excelente libro, lo recomiendo totalmente.",2023-06-15
1785,811-2-88-013361-6,612,5,"Una lectura imprescindible, muy bien escrito.",2024-12-31
1786,618-2-77-347749-5,295,3,"Está bien, pero no me atrapó del todo.",2022-03-10
1787,045-2-08-235096-0,740,2,Poco claro en algunos capítulos.,2022-03-12
1788,556-1-10-022557-1,286,5,De lo mejor que he leído últimamente.,2020-12-23
1789,687-0-17-215184-8,604,2,"No lo recomendaría, bastante predecible.",2023-07-25
1790,143-0-27-679918-3,724,1,Confuso y aburrido.,2024-06-16
1791,391-0-38-297425-7,638,3,"Pasable, lectura ligera.",2024-03-07
1792,334-1-01-666870-7,492,3,"Correcto, aunque esperaba más profundidad.",2023-06-15
1793,217-8-56-343614-2,775,1,"No me gustó nada, mal escrito.",2024-12-24
1794,223-4-49-447484-1,654,3,"Regular, algunas partes aburridas.",2024-10-02
1795,663-9-30-322168-9,343,5,"Simplemente perfecto, gran autor.",2020-12-18
1796,633-7-61-851862-2,413,3,"Pasable, lectura ligera.",2023-10-05
1797,226-8-59-262494-5,585,1,"Muy malo, una pérdida de tiempo.",2024-08-04
1798,184-3-66-020931-9,625,2,"Demasiado simple, le falta desarrollo.",2025-03-07
1799,818-6-32-433508-9,341,2,No me convenció la trama.,2024-04-12
1800,118-5-72-350194-8,768,4,"Muy bueno, aunque esperaba un poco más.",2023-05-21
1801,718-9-80-457692-8,512,4,"Buen libro, aunque con algunos altibajos.",2025-03-13
1802,466-8-98-593213-4,228,1,"No me gustó nada, mal escrito.",2022-12-11
1803,752-6-15-878989-3,684,1,Confuso y aburrido.,2024-09-04
1804,700-1-44-130686-0,704,2,"Flojo, esperaba más del autor.",2021-05-03
1805,388-6-55-009159-3,705,1,No vale la pena leerlo.,2024-01-21
1806,058-3-28-371587-3,693,5,De lo mejor que he leído últimamente.,2022-11-22
1807,747-9-31-980712-0,323,3,Tiene puntos interesantes pero no destaca.,2020-03-12
1808,839-6-92-151002-8,367,5,"Excelente libro, lo recomiendo totalmente.",2021-08-21
1809,371-6-50-942315-4,673,2,Poco claro en algunos capítulos.,2021-10-30
1810,465-3-98-402891-9,480,3,"Pasable, lectura ligera.",2023-12-29
1811,776-7-49-961659-6,497,3,Tiene puntos interesantes pero no destaca.,2020-11-10
1812,953-6-44-148777-9,399,2,"Flojo, esperaba más del autor.",2021-11-15
1813,524-6-93-604259-1,531,3,"Correcto, aunque esperaba más profundidad.",2023-01-16
1814,674-6-16-160543-5,299,5,"Simplemente perfecto, gran autor.",2023-12-11
1815,013-2-82-339218-2,214,2,"Demasiado simple, le falta desarrollo.",2023-02-26
1816,850-7-86-725308-9,697,4,"Buena historia, bien desarrollada.",2021-10-29
1817,359-7-37-112229-7,424,2,"Demasiado simple, le falta desarrollo.",2022-06-24
1818,693-1-80-620073-5,773,5,"Simplemente perfecto, gran autor.",2021-04-11
1819,822-1-19-457205-6,672,1,"Muy malo, una pérdida de tiempo.",2021-06-21
1820,212-7-75-618537-4,692,3,"Correcto, aunque esperaba más profundidad.",2024-01-25
1821,529-6-35-305970-2,653,5,"Simplemente perfecto, gran autor.",2023-11-02
1822,708-4-77-954176-9,512,1,"Muy malo, una pérdida de tiempo.",2022-06-29
1823,699-9-69-882904-5,346,2,Poco claro en algunos capítulos.,2021-05-28
1824,009-4-09-165737-3,334,1,De los peores libros que he leído.,2021-04-02
1825,439-4-35-353751-8,220,4,"Cumple lo que promete, recomendable.",2020-06-23
1826,286-1-78-925714-0,311,1,No vale la pena leerlo.,2020-08-30
1827,043-8-93-531732-8,322,3,"Está bien, pero no me atrapó del todo.",2020-09-28
1828,968-9-74-095290-2,211,1,"Muy malo, una pérdida de tiempo.",2022-04-21
1829,029-1-43-942074-7,405,2,Poco claro en algunos capítulos.,2020-04-29
1830,476-8-18-268323-2,350,3,Tiene puntos interesantes pero no destaca.,2023-11-25
1831,719-0-70-677693-4,365,5,"Simplemente perfecto, gran autor.",2022-09-17
1832,679-3-07-217821-3,784,1,"Muy malo, una pérdida de tiempo.",2020-02-27
1833,205-9-35-415723-4,423,2,Poco claro en algunos capítulos.,2021-12-04
1834,981-1-07-808766-1,205,1,"No me gustó nada, mal escrito.",2025-08-27
1835,571-0-70-611402-8,576,5,"Una lectura imprescindible, muy bien escrito.",2024-12-05
1836,102-8-67-120072-6,386,3,"Pasable, lectura ligera.",2024-10-03
1837,141-3-18-118140-3,727,2,"No lo recomendaría, bastante predecible.",2021-04-07
1838,774-6-62-199785-7,327,4,"Muy bueno, aunque esperaba un poco más.",2025-10-29
1839,074-2-35-914261-0,708,3,"Correcto, aunque esperaba más profundidad.",2020-06-15
1840,051-8-43-905529-9,536,4,"Muy bueno, aunque esperaba un poco más.",2024-04-25
1841,499-7-47-547377-3,668,5,"Magnífico, superó mis expectativas.",2024-12-23
1842,858-6-63-565418-1,768,4,"Buena historia, bien desarrollada.",2024-10-18
1843,688-6-58-348348-5,272,4,"Buena historia, bien desarrollada.",2022-01-04
1844,754-1-21-267888-3,704,1,De los peores libros que he leído.,2024-11-29
1845,642-1-78-572280-4,288,1,"No me gustó nada, mal escrito.",2024-06-05
1846,865-1-46-601705-1,305,2,"Flojo, esperaba más del autor.",2024-01-29
1847,003-8-14-634292-0,547,2,"Demasiado simple, le falta desarrollo.",2024-07-13
1848,462-0-93-556103-0,439,4,"Cumple lo que promete, recomendable.",2023-02-14
1849,329-5-44-055463-4,480,4,"Buena historia, bien desarrollada.",2025-05-02
1850,143-0-27-679918-3,615,4,"Buen libro, aunque con algunos altibajos.",2023-02-16
1851,971-7-05-984451-6,666,1,"Muy malo, una pérdida de tiempo.",2022-10-23
1852,410-2-82-963802-3,710,2,No me convenció la trama.,2020-05-01
1853,802-7-11-221823-1,255,1,De los peores libros que he leído.,2020-04-19
1854,948-9-93-005195-4,592,5,"Magnífico, superó mis expectativas.",2021-09-17
1855,075-3-50-246948-5,299,1,No vale la pena leerlo.,2025-07-09
1856,272-8-28-815659-9,407,3,"Pasable, lectura ligera.",2025-07-01
1857,024-9-11-699347-3,468,5,"Magnífico, superó mis expectativas.",2020-03-13
1858,170-5-86-509480-3,641,1,De los peores libros que he leído.,2025-01-17
1859,940-6-01-541382-7,586,4,"Cumple lo que promete, recomendable.",2020-05-27
1860,270-3-35-211039-4,382,5,"Magnífico, superó mis expectativas.",2021-11-03
1861,258-4-00-906250-7,642,2,Poco claro en algunos capítulos.,2024-05-12
1862,391-7-23-288239-7,313,5,De lo mejor que he leído últimamente.,2025-04-08
1863,188-6-83-547374-0,776,2,"Demasiado simple, le falta desarrollo.",2020-08-16
1864,065-1-49-473965-7,470,4,"Buen libro, aunque con algunos altibajos.",2024-03-27
1865,988-3-68-636444-1,492,3,"Está bien, pero no me atrapó del todo.",2020-04-25
1866,614-9-43-405013-8,247,2,Poco claro en algunos capítulos.,2023-11-29
1867,442-3-60-256732-4,228,3,"Pasable, lectura ligera.",2021-02-02
1868,750-3-80-954185-7,554,3,"Pasable, lectura ligera.",2023-12-09
1869,637-1-59-741218-2,451,2,No me convenció la trama.,2023-07-02
1870,857-8-10-528941-2,287,1,Confuso y aburrido.,2021-04-13
1871,833-5-94-822452-5,374,1,No vale la pena leerlo.,2023-08-28
1872,851-4-03-696566-7,672,4,"Buen libro, aunque con algunos altibajos.",2025-10-09
1873,774-7-35-106744-5,474,1,De los peores libros que he leído.,2020-04-01
1874,708-0-63-139594-5,587,5,De lo mejor que he leído últimamente.,2023-08-13
1875,029-8-45-582814-4,301,4,"Muy bueno, aunque esperaba un poco más.",2022-04-23
1876,868-6-46-414735-6,709,5,"Magnífico, superó mis expectativas.",2021-11-13
1877,663-3-16-140823-7,573,4,Interesante y bien estructurado.,2025-07-28
1878,850-3-44-651241-7,749,2,Poco claro en algunos capítulos.,2022-12-22
1879,436-2-62-044397-8,505,5,De lo mejor que he leído últimamente.,2022-07-14
1880,039-2-05-146074-3,793,1,No vale la pena leerlo.,2023-10-11
1881,184-3-66-020931-9,269,5,"Simplemente perfecto, gran autor.",2025-04-30
1882,914-9-95-253595-4,415,3,"Está bien, pero no me atrapó del todo.",2023-05-21
1883,491-9-28-324951-7,508,4,"Buen libro, aunque con algunos altibajos.",2023-07-07
1884,520-5-80-286060-8,625,4,"Buena historia, bien desarrollada.",2025-10-11
1885,478-1-10-162198-6,761,2,"Flojo, esperaba más del autor.",2025-10-15
1886,724-0-00-208601-2,791,4,Interesante y bien estructurado.,2025-03-29
1887,870-2-72-820400-6,746,5,De lo mejor que he leído últimamente.,2020-09-02
1888,443-2-97-920222-6,406,3,"Pasable, lectura ligera.",2021-08-28
1889,969-2-06-660485-1,355,3,"Pasable, lectura ligera.",2024-08-07
1890,214-7-06-165373-3,266,2,"No lo recomendaría, bastante predecible.",2022-12-29
1891,140-3-34-050810-3,365,3,Tiene puntos interesantes pero no destaca.,2022-08-25
1892,021-4-89-040113-1,445,1,"No me gustó nada, mal escrito.",2022-02-25
1893,906-6-98-490277-9,452,3,"Pasable, lectura ligera.",2025-06-11
1894,165-8-06-438551-0,647,4,"Muy bueno, aunque esperaba un poco más.",2022-04-07
1895,858-8-38-256726-4,480,2,"Flojo, esperaba más del autor.",2022-11-24
1896,546-7-39-316490-3,764,2,"Flojo, esperaba más del autor.",2025-06-13
1897,099-8-61-622999-4,257,1,Confuso y aburrido.,2023-05-05
1898,376-5-45-628417-2,617,3,"Está bien, pero no me atrapó del todo.",2024-06-13
1899,020-2-56-913303-2,442,1,No vale la pena leerlo.,2025-08-11
1900,825-4-31-832812-3,735,5,"Simplemente perfecto, gran autor.",2022-10-28
